condition_id,paper_id,scientific_model,served_model_id,temperature,top_p,min_p,repeat,concurrency,http_status,latency_seconds,attempts,parse_status,parser_method,parser_version,is_valid,is_recovered,git_commit,request_start_timestamp,request_end_timestamp
Furutachi2024__phi-4-reasoning-plus__T070__R03,Furutachi2024,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__gemma-4-31b-it__T000__R01,Garret2020,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,4,200,,2,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__gemma-4-31b-it__T000__R02,Garret2020,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__gemma-4-31b-it__T000__R03,Garret2020,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,4,200,,2,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__gemma-4-31b-it__T035__R01,Garret2020,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__gemma-4-31b-it__T035__R02,Garret2020,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__gemma-4-31b-it__T035__R03,Garret2020,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__gemma-4-31b-it__T070__R01,Garret2020,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__gemma-4-31b-it__T070__R02,Garret2020,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__gemma-4-31b-it__T070__R03,Garret2020,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__olmo-3-32b-think__T000__R01,Garret2020,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__olmo-3-32b-think__T000__R02,Garret2020,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__olmo-3-32b-think__T000__R03,Garret2020,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__olmo-3-32b-think__T035__R01,Garret2020,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__olmo-3-32b-think__T035__R02,Garret2020,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__olmo-3-32b-think__T035__R03,Garret2020,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__olmo-3-32b-think__T070__R01,Garret2020,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__olmo-3-32b-think__T070__R02,Garret2020,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__olmo-3-32b-think__T070__R03,Garret2020,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__phi-4-reasoning-plus__T000__R01,Garret2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__phi-4-reasoning-plus__T000__R02,Garret2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,2,200,,1,valid,cleaned_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__phi-4-reasoning-plus__T000__R03,Garret2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__phi-4-reasoning-plus__T035__R01,Garret2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__phi-4-reasoning-plus__T035__R02,Garret2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__phi-4-reasoning-plus__T035__R03,Garret2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__phi-4-reasoning-plus__T070__R01,Garret2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__phi-4-reasoning-plus__T070__R02,Garret2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Garret2020__phi-4-reasoning-plus__T070__R03,Garret2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__gemma-4-31b-it__T000__R01,Greedy2022,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,4,200,,2,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__gemma-4-31b-it__T000__R02,Greedy2022,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,4,200,,2,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__gemma-4-31b-it__T000__R03,Greedy2022,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__gemma-4-31b-it__T035__R01,Greedy2022,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__gemma-4-31b-it__T035__R02,Greedy2022,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__gemma-4-31b-it__T035__R03,Greedy2022,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__gemma-4-31b-it__T070__R01,Greedy2022,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__gemma-4-31b-it__T070__R02,Greedy2022,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__gemma-4-31b-it__T070__R03,Greedy2022,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__olmo-3-32b-think__T000__R01,Greedy2022,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__olmo-3-32b-think__T000__R02,Greedy2022,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__olmo-3-32b-think__T000__R03,Greedy2022,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__olmo-3-32b-think__T035__R01,Greedy2022,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__olmo-3-32b-think__T035__R02,Greedy2022,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__olmo-3-32b-think__T035__R03,Greedy2022,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__olmo-3-32b-think__T070__R01,Greedy2022,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__olmo-3-32b-think__T070__R02,Greedy2022,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__olmo-3-32b-think__T070__R03,Greedy2022,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__phi-4-reasoning-plus__T000__R01,Greedy2022,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__phi-4-reasoning-plus__T000__R02,Greedy2022,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__phi-4-reasoning-plus__T000__R03,Greedy2022,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__phi-4-reasoning-plus__T035__R01,Greedy2022,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__phi-4-reasoning-plus__T035__R02,Greedy2022,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__phi-4-reasoning-plus__T035__R03,Greedy2022,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,valid,cleaned_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__phi-4-reasoning-plus__T070__R01,Greedy2022,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__phi-4-reasoning-plus__T070__R02,Greedy2022,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Greedy2022__phi-4-reasoning-plus__T070__R03,Greedy2022,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__gemma-4-31b-it__T000__R01,Hertag2020,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,4,200,,2,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__gemma-4-31b-it__T000__R02,Hertag2020,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__gemma-4-31b-it__T000__R03,Hertag2020,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__gemma-4-31b-it__T035__R01,Hertag2020,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__gemma-4-31b-it__T035__R02,Hertag2020,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__gemma-4-31b-it__T035__R03,Hertag2020,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__gemma-4-31b-it__T070__R01,Hertag2020,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__gemma-4-31b-it__T070__R02,Hertag2020,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__gemma-4-31b-it__T070__R03,Hertag2020,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__olmo-3-32b-think__T000__R01,Hertag2020,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__olmo-3-32b-think__T000__R02,Hertag2020,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__olmo-3-32b-think__T000__R03,Hertag2020,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__olmo-3-32b-think__T035__R01,Hertag2020,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__olmo-3-32b-think__T035__R02,Hertag2020,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__olmo-3-32b-think__T035__R03,Hertag2020,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__olmo-3-32b-think__T070__R01,Hertag2020,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__olmo-3-32b-think__T070__R02,Hertag2020,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__olmo-3-32b-think__T070__R03,Hertag2020,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__phi-4-reasoning-plus__T000__R01,Hertag2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__phi-4-reasoning-plus__T000__R02,Hertag2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__phi-4-reasoning-plus__T000__R03,Hertag2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__phi-4-reasoning-plus__T035__R01,Hertag2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__phi-4-reasoning-plus__T035__R02,Hertag2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__phi-4-reasoning-plus__T035__R03,Hertag2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__phi-4-reasoning-plus__T070__R01,Hertag2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__phi-4-reasoning-plus__T070__R02,Hertag2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Hertag2020__phi-4-reasoning-plus__T070__R03,Hertag2020,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__gemma-4-31b-it__T000__R01,Jiang&Rao2024,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__gemma-4-31b-it__T000__R02,Jiang&Rao2024,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__gemma-4-31b-it__T000__R03,Jiang&Rao2024,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__gemma-4-31b-it__T035__R01,Jiang&Rao2024,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__gemma-4-31b-it__T035__R02,Jiang&Rao2024,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__gemma-4-31b-it__T035__R03,Jiang&Rao2024,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__gemma-4-31b-it__T070__R01,Jiang&Rao2024,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__gemma-4-31b-it__T070__R02,Jiang&Rao2024,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__gemma-4-31b-it__T070__R03,Jiang&Rao2024,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__olmo-3-32b-think__T000__R01,Jiang&Rao2024,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__olmo-3-32b-think__T000__R02,Jiang&Rao2024,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__olmo-3-32b-think__T000__R03,Jiang&Rao2024,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__olmo-3-32b-think__T035__R01,Jiang&Rao2024,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__olmo-3-32b-think__T035__R02,Jiang&Rao2024,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__olmo-3-32b-think__T035__R03,Jiang&Rao2024,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__olmo-3-32b-think__T070__R01,Jiang&Rao2024,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__olmo-3-32b-think__T070__R02,Jiang&Rao2024,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__olmo-3-32b-think__T070__R03,Jiang&Rao2024,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__phi-4-reasoning-plus__T000__R01,Jiang&Rao2024,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__phi-4-reasoning-plus__T000__R02,Jiang&Rao2024,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__phi-4-reasoning-plus__T000__R03,Jiang&Rao2024,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__phi-4-reasoning-plus__T035__R01,Jiang&Rao2024,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__phi-4-reasoning-plus__T035__R02,Jiang&Rao2024,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__phi-4-reasoning-plus__T035__R03,Jiang&Rao2024,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__phi-4-reasoning-plus__T070__R01,Jiang&Rao2024,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
