condition_id,paper_id,scientific_model,temperature,repeat,factor_id,factor,context,score,is_explicit_null,source,original_parse_status,completion_tokens,extractor_version
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,9,VIP-Mediated Disinhibition,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,9,VIP-Mediated Disinhibition,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,11,E/I Balance Shift,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,11,E/I Balance Shift,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,12,Omission Response,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,12,Omission Response,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,13,Feedforward Deviance Detection,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,13,Feedforward Deviance Detection,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,14,Feedforward AMPA,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,14,Feedforward AMPA,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,15,Feedforward NMDA,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,15,Feedforward NMDA,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,16,Feedforward Ascending Gamma,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,16,Feedforward Ascending Gamma,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,17,Absence of Feedback Error,LO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,17,Absence of Feedback Error,GO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,19,Feedforward Non-local Granular Activity (L4),LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,19,Feedforward Non-local Granular Activity (L4),GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,20,Feedforward Non-local Directed Connectivity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,20,Feedforward Non-local Directed Connectivity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,21,Feedforward Non-local Activation,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,21,Feedforward Non-local Activation,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,22,Ascending Latency Shift,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,22,Ascending Latency Shift,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,24,Subcortical Feedforward Relaying,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,24,Subcortical Feedforward Relaying,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,25,Canonical Microcircuit Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,25,Canonical Microcircuit Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,26,Hierarchical Mechanism Invariance,LO,1.0,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,26,Hierarchical Mechanism Invariance,GO,1.0,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,27,Hierarchical Activity Ubiquity,LO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,27,Hierarchical Activity Ubiquity,GO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,28,Hierarchical CSD Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,28,Hierarchical CSD Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,29,Cross-Scale Hierarchical Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,29,Cross-Scale Hierarchical Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,30,Hierarchical Presence (V1-PFC),LO,1.0,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,30,Hierarchical Presence (V1-PFC),GO,1.0,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,31,Cross-Modal Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,31,Cross-Modal Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,32,Interspecies Hierarchical Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,32,Interspecies Hierarchical Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,33,Temporal Stability of Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,33,Temporal Stability of Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,34,Hierarchical Order Stability,LO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,34,Hierarchical Order Stability,GO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,35,Population-Wide Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T000__R03,Rao&Ballard1999,phi-4-reasoning-plus,0.0,3,35,Population-Wide Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T035__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.35,1,3,Inhibition (GABA),LO,1.0,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T035__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.35,1,3,Inhibition (GABA),GO,1.0,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T035__R02,Rao&Ballard1999,phi-4-reasoning-plus,0.35,2,23,Feedforward Error Propagation,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T035__R02,Rao&Ballard1999,phi-4-reasoning-plus,0.35,2,23,Feedforward Error Propagation,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,1,Subtractive Inhibition (SST),LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,1,Subtractive Inhibition (SST),GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,2,Divisive Inhibition (PV),LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,2,Divisive Inhibition (PV),GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,3,Inhibition (GABA),LO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,3,Inhibition (GABA),GO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,4,Habituation to Sequence,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,5,Synaptic Depression (Adaptation),LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,6,Activity Suppression,LO,0.8,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,6,Activity Suppression,GO,0.8,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,7,Selective Sharpening,LO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,7,Selective Sharpening,GO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,8,Alpha/Beta Mediated Suppression,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,8,Alpha/Beta Mediated Suppression,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,9,VIP-Mediated Disinhibition,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,9,VIP-Mediated Disinhibition,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,10,Precision Weighting (Gain),LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,10,Precision Weighting (Gain),GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,11,E/I Balance Shift,LO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,11,E/I Balance Shift,GO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,12,Omission Response,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,12,Omission Response,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,13,Feedforward Deviance Detection,LO,0.8,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,13,Feedforward Deviance Detection,GO,0.8,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,14,Feedforward AMPA,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,14,Feedforward AMPA,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,15,Feedforward NMDA,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,15,Feedforward NMDA,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,16,Feedforward Ascending Gamma,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,16,Feedforward Ascending Gamma,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,17,Absence of Feedback Error,LO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,17,Absence of Feedback Error,GO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,19,Feedforward Non-local Granular Activity (L4),LO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,19,Feedforward Non-local Granular Activity (L4),GO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,20,Feedforward Non-local Directed Connectivity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,20,Feedforward Non-local Directed Connectivity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,21,Feedforward Non-local Activation,LO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,21,Feedforward Non-local Activation,GO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,22,Ascending Latency Shift,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,22,Ascending Latency Shift,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,23,Feedforward Error Propagation,LO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,23,Feedforward Error Propagation,GO,0.6,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,24,Subcortical Feedforward Relaying,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,24,Subcortical Feedforward Relaying,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,25,Canonical Microcircuit Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,25,Canonical Microcircuit Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,26,Hierarchical Mechanism Invariance,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,26,Hierarchical Mechanism Invariance,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,27,Hierarchical Activity Ubiquity,LO,0.2,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,27,Hierarchical Activity Ubiquity,GO,0.2,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,28,Hierarchical CSD Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,28,Hierarchical CSD Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,29,Cross-Scale Hierarchical Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,29,Cross-Scale Hierarchical Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,30,Hierarchical Presence (V1-PFC),LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,30,Hierarchical Presence (V1-PFC),GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,31,Cross-Modal Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,31,Cross-Modal Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,32,Interspecies Hierarchical Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,32,Interspecies Hierarchical Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,33,Temporal Stability of Ubiquity,LO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,33,Temporal Stability of Ubiquity,GO,,True,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,34,Hierarchical Order Stability,LO,0.2,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
Rao&Ballard1999__phi-4-reasoning-plus__T070__R01,Rao&Ballard1999,phi-4-reasoning-plus,0.7,1,34,Hierarchical Order Stability,GO,0.2,False,reasoning_prose_rescued,unrecoverable,8192,v2.3_bounded_prose_ast
