condition_id,paper_id,scientific_model,served_model_id,temperature,top_p,min_p,repeat,status,attempts,raw_result_path,parse_status,error,latency_seconds
LeeMejias2025__gemma-4-31b-it__T000__R02,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.00,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__gemma-4-31b-it__T000__R02.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
LeeMejias2025__gemma-4-31b-it__T000__R03,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.00,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__gemma-4-31b-it__T000__R03.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
LeeMejias2025__gemma-4-31b-it__T035__R01,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__gemma-4-31b-it__T035__R01.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
LeeMejias2025__gemma-4-31b-it__T035__R02,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__gemma-4-31b-it__T035__R02.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
LeeMejias2025__gemma-4-31b-it__T035__R03,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__gemma-4-31b-it__T035__R03.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
LeeMejias2025__gemma-4-31b-it__T070__R01,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.70,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__gemma-4-31b-it__T070__R01.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
LeeMejias2025__gemma-4-31b-it__T070__R02,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.70,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__gemma-4-31b-it__T070__R02.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
LeeMejias2025__gemma-4-31b-it__T070__R03,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.70,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__gemma-4-31b-it__T070__R03.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
LeeMejias2025__phi-4-reasoning-plus__T000__R01,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.00,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__phi-4-reasoning-plus__T000__R01.json,recovered,,
LeeMejias2025__phi-4-reasoning-plus__T000__R02,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.00,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__phi-4-reasoning-plus__T000__R02.json,recovered,,
LeeMejias2025__phi-4-reasoning-plus__T000__R03,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.00,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__phi-4-reasoning-plus__T000__R03.json,recovered,,
LeeMejias2025__phi-4-reasoning-plus__T035__R01,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__phi-4-reasoning-plus__T035__R01.json,recovered,,
LeeMejias2025__phi-4-reasoning-plus__T035__R02,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.90,0.10,2,UNRECOVERABLE,1,content/202608_temp/raw/LeeMejias2025__phi-4-reasoning-plus__T035__R02.json,unrecoverable,Failed all rescue parser stages,
LeeMejias2025__phi-4-reasoning-plus__T035__R03,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__phi-4-reasoning-plus__T035__R03.json,recovered,,
LeeMejias2025__phi-4-reasoning-plus__T070__R01,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.70,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__phi-4-reasoning-plus__T070__R01.json,recovered,,
LeeMejias2025__phi-4-reasoning-plus__T070__R02,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.70,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__phi-4-reasoning-plus__T070__R02.json,recovered,,
LeeMejias2025__phi-4-reasoning-plus__T070__R03,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.70,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/LeeMejias2025__phi-4-reasoning-plus__T070__R03.json,recovered,,
Mikulasch2023__olmo-3-32b-think__T000__R01,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.00,0.90,0.10,1,UNRECOVERABLE,1,content/202608_temp/raw/Mikulasch2023__olmo-3-32b-think__T000__R01.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__olmo-3-32b-think__T000__R02,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.00,0.90,0.10,2,UNRECOVERABLE,1,content/202608_temp/raw/Mikulasch2023__olmo-3-32b-think__T000__R02.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__olmo-3-32b-think__T000__R03,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.00,0.90,0.10,3,UNRECOVERABLE,1,content/202608_temp/raw/Mikulasch2023__olmo-3-32b-think__T000__R03.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__olmo-3-32b-think__T035__R01,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.35,0.90,0.10,1,UNRECOVERABLE,3,content/202608_temp/raw/Mikulasch2023__olmo-3-32b-think__T035__R01.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__olmo-3-32b-think__T035__R02,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.35,0.90,0.10,2,UNRECOVERABLE,3,content/202608_temp/raw/Mikulasch2023__olmo-3-32b-think__T035__R02.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__olmo-3-32b-think__T035__R03,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.35,0.90,0.10,3,UNRECOVERABLE,3,content/202608_temp/raw/Mikulasch2023__olmo-3-32b-think__T035__R03.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__olmo-3-32b-think__T070__R01,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.70,0.90,0.10,1,UNRECOVERABLE,3,content/202608_temp/raw/Mikulasch2023__olmo-3-32b-think__T070__R01.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__olmo-3-32b-think__T070__R02,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.70,0.90,0.10,2,UNRECOVERABLE,3,content/202608_temp/raw/Mikulasch2023__olmo-3-32b-think__T070__R02.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__olmo-3-32b-think__T070__R03,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.70,0.90,0.10,3,UNRECOVERABLE,3,content/202608_temp/raw/Mikulasch2023__olmo-3-32b-think__T070__R03.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__gemma-4-31b-it__T000__R01,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.00,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__gemma-4-31b-it__T000__R01.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['PV', 'SST']",
Mikulasch2023__gemma-4-31b-it__T000__R02,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.00,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__gemma-4-31b-it__T000__R02.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['PV', 'SST']",
Mikulasch2023__gemma-4-31b-it__T000__R03,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.00,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__gemma-4-31b-it__T000__R03.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['PV', 'SST']",
Mikulasch2023__gemma-4-31b-it__T035__R01,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.35,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__gemma-4-31b-it__T035__R01.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.35,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__gemma-4-31b-it__T035__R02.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['PV', 'SST']",
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.35,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__gemma-4-31b-it__T035__R03.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['PV', 'SST']",
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.70,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__gemma-4-31b-it__T070__R01.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
Mikulasch2023__gemma-4-31b-it__T070__R02,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.70,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__gemma-4-31b-it__T070__R02.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['PV', 'SST']",
Mikulasch2023__gemma-4-31b-it__T070__R03,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.70,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__gemma-4-31b-it__T070__R03.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['PV', 'SST']",
Mikulasch2023__phi-4-reasoning-plus__T000__R01,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.00,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__phi-4-reasoning-plus__T000__R01.json,recovered,"'lo_evaluations' missing canonical factors: ['Absence of Feedback Error', 'Activity Suppression', 'Alpha/Beta Mediated Suppression', 'Ascending Latency Shift', 'Canonical Microcircuit Ubiquity', 'Cross-Modal Ubiquity', 'Cross-Scale Hierarchical Ubiquity', 'Divisive Inhibition (PV)', 'E/I Balance Shift', 'Feedforward AMPA', 'Feedforward Ascending Gamma', 'Feedforward Deviance Detection', 'Feedforward Error Propagation', 'Feedforward NMDA', 'Feedforward Non-local Activation', 'Feedforward Non-local Directed Connectivity', 'Feedforward Non-local Granular Activity (L4)', 'Feedforward Non-local Supragranular Activity (L2/3)', 'Habituation to Sequence', 'Hierarchical Activity Ubiquity', 'Hierarchical CSD Ubiquity', 'Hierarchical Mechanism Invariance', 'Hierarchical Order Stability', 'Hierarchical Presence (V1-PFC)', 'Inhibition (GABA)', 'Interspecies Hierarchical Ubiquity', 'Omission Response', 'Population-Wide Ubiquity', 'Precision Weighting (Gain)', 'Selective Sharpening', 'State-Independent Ubiquity', 'Subcortical Feedforward Relaying', 'Subtractive Inhibition (SST)', 'Synaptic Depression (Adaptation)', 'Temporal Stability of Ubiquity', 'VIP-Mediated Disinhibition']; 'lo_evaluations' has unknown factor keys: ['1 Subtractive Inhibition (SST)', '10 Precision Weighting (Gain)', '11 E/I Balance Shift', '12 Omission Response', '13 Feedforward Deviance Detection', '14 Feedforward AMPA', '15 Feedforward NMDA', '16 Feedforward Ascending Gamma', '17 Absence of Feedback Error', '18 Feedforward Non-local Supragranular Activity (L2/3)', '19 Feedforward Non-local Granular Activity (L4)', '2 Divisive Inhibition (PV)', '20 Feedforward Non-local Directed Connectivity', '21 Feedforward Non-local Activation', '22 Ascending Latency Shift', '23 Feedforward Error Propagation', '24 Subcortical Feedforward Relaying', '25 Canonical Microcircuit Ubiquity', '26 Hierarchical Mechanism Invariance', '27 Hierarchical Activity Ubiquity', '28 Hierarchical CSD Ubiquity', '29 Cross-Scale Hierarchical Ubiquity', '3 Inhibition (GABA)', '30 Hierarchical Presence (V1-PFC)', '31 Cross-Modal Ubiquity', '32 Interspecies Hierarchical Ubiquity', '33 Temporal Stability of Ubiquity', '34 Hierarchical Order Stability', '35 Population-Wide Ubiquity', '36 State-Independent Ubiquity', '4 Habituation to Sequence', '5 Synaptic Depression (Adaptation)', '6 Activity Suppression', '7 Selective Sharpening', '8 Alpha/Beta Mediated Suppression', '9 VIP-Mediated Disinhibition']; 'go_evaluations' missing canonical factors: ['Absence of Feedback Error', 'Activity Suppression', 'Alpha/Beta Mediated Suppression', 'Ascending Latency Shift', 'Canonical Microcircuit Ubiquity', 'Cross-Modal Ubiquity', 'Cross-Scale Hierarchical Ubiquity', 'Divisive Inhibition (PV)', 'E/I Balance Shift', 'Feedforward AMPA', 'Feedforward Ascending Gamma', 'Feedforward Deviance Detection', 'Feedforward Error Propagation', 'Feedforward NMDA', 'Feedforward Non-local Activation', 'Feedforward Non-local Directed Connectivity', 'Feedforward Non-local Granular Activity (L4)', 'Feedforward Non-local Supragranular Activity (L2/3)', 'Habituation to Sequence', 'Hierarchical Activity Ubiquity', 'Hierarchical CSD Ubiquity', 'Hierarchical Mechanism Invariance', 'Hierarchical Order Stability', 'Hierarchical Presence (V1-PFC)', 'Inhibition (GABA)', 'Interspecies Hierarchical Ubiquity', 'Omission Response', 'Population-Wide Ubiquity', 'Precision Weighting (Gain)', 'Selective Sharpening', 'State-Independent Ubiquity', 'Subcortical Feedforward Relaying', 'Subtractive Inhibition (SST)', 'Synaptic Depression (Adaptation)', 'Temporal Stability of Ubiquity', 'VIP-Mediated Disinhibition']; 'go_evaluations' has unknown factor keys: ['1 Subtractive Inhibition (SST)', '10 Precision Weighting (Gain)', '11 E/I Balance Shift', '12 Omission Response', '13 Feedforward Deviance Detection', '14 Feedforward AMPA', '15 Feedforward NMDA', '16 Feedforward Ascending Gamma', '17 Absence of Feedback Error', '18 Feedforward Non-local Supragranular Activity (L2/3)', '19 Feedforward Non-local Granular Activity (L4)', '2 Divisive Inhibition (PV)', '20 Feedforward Non-local Directed Connectivity', '21 Feedforward Non-local Activation', '22 Ascending Latency Shift', '23 Feedforward Error Propagation', '24 Subcortical Feedforward Relaying', '25 Canonical Microcircuit Ubiquity', '26 Hierarchical Mechanism Invariance', '27 Hierarchical Activity Ubiquity', '28 Hierarchical CSD Ubiquity', '29 Cross-Scale Hierarchical Ubiquity', '3 Inhibition (GABA)', '30 Hierarchical Presence (V1-PFC)', '31 Cross-Modal Ubiquity', '32 Interspecies Hierarchical Ubiquity', '33 Temporal Stability of Ubiquity', '34 Hierarchical Order Stability', '35 Population-Wide Ubiquity', '36 State-Independent Ubiquity', '4 Habituation to Sequence', '5 Synaptic Depression (Adaptation)', '6 Activity Suppression', '7 Selective Sharpening', '8 Alpha/Beta Mediated Suppression', '9 VIP-Mediated Disinhibition']",
Mikulasch2023__phi-4-reasoning-plus__T000__R02,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.00,0.90,0.10,2,UNRECOVERABLE,1,content/202608_temp/raw/Mikulasch2023__phi-4-reasoning-plus__T000__R02.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__phi-4-reasoning-plus__T000__R03,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.00,0.90,0.10,3,UNRECOVERABLE,1,content/202608_temp/raw/Mikulasch2023__phi-4-reasoning-plus__T000__R03.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__phi-4-reasoning-plus__T035__R01,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__phi-4-reasoning-plus__T035__R01.json,recovered,,
Mikulasch2023__phi-4-reasoning-plus__T035__R02,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/Mikulasch2023__phi-4-reasoning-plus__T035__R02.json,recovered,,
Mikulasch2023__phi-4-reasoning-plus__T035__R03,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.90,0.10,3,UNRECOVERABLE,1,content/202608_temp/raw/Mikulasch2023__phi-4-reasoning-plus__T035__R03.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__phi-4-reasoning-plus__T070__R01,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.70,0.90,0.10,1,UNRECOVERABLE,1,content/202608_temp/raw/Mikulasch2023__phi-4-reasoning-plus__T070__R01.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__phi-4-reasoning-plus__T070__R02,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.70,0.90,0.10,2,UNRECOVERABLE,1,content/202608_temp/raw/Mikulasch2023__phi-4-reasoning-plus__T070__R02.json,unrecoverable,Failed all rescue parser stages,
Mikulasch2023__phi-4-reasoning-plus__T070__R03,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.70,0.90,0.10,3,UNRECOVERABLE,1,content/202608_temp/raw/Mikulasch2023__phi-4-reasoning-plus__T070__R03.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__olmo-3-32b-think__T000__R01,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.00,0.90,0.10,1,UNRECOVERABLE,1,content/202608_temp/raw/Nejad2025__olmo-3-32b-think__T000__R01.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__olmo-3-32b-think__T000__R02,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.00,0.90,0.10,2,UNRECOVERABLE,1,content/202608_temp/raw/Nejad2025__olmo-3-32b-think__T000__R02.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__olmo-3-32b-think__T000__R03,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.00,0.90,0.10,3,UNRECOVERABLE,1,content/202608_temp/raw/Nejad2025__olmo-3-32b-think__T000__R03.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__olmo-3-32b-think__T035__R01,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.35,0.90,0.10,1,UNRECOVERABLE,3,content/202608_temp/raw/Nejad2025__olmo-3-32b-think__T035__R01.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__olmo-3-32b-think__T035__R02,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.35,0.90,0.10,2,UNRECOVERABLE,3,content/202608_temp/raw/Nejad2025__olmo-3-32b-think__T035__R02.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__olmo-3-32b-think__T035__R03,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.35,0.90,0.10,3,UNRECOVERABLE,3,content/202608_temp/raw/Nejad2025__olmo-3-32b-think__T035__R03.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__olmo-3-32b-think__T070__R01,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.70,0.90,0.10,1,UNRECOVERABLE,3,content/202608_temp/raw/Nejad2025__olmo-3-32b-think__T070__R01.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__olmo-3-32b-think__T070__R02,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.70,0.90,0.10,2,UNRECOVERABLE,3,content/202608_temp/raw/Nejad2025__olmo-3-32b-think__T070__R02.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__olmo-3-32b-think__T070__R03,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.70,0.90,0.10,3,UNRECOVERABLE,3,content/202608_temp/raw/Nejad2025__olmo-3-32b-think__T070__R03.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__gemma-4-31b-it__T000__R01,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.00,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/Nejad2025__gemma-4-31b-it__T000__R01.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
Nejad2025__gemma-4-31b-it__T000__R02,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.00,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/Nejad2025__gemma-4-31b-it__T000__R02.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
Nejad2025__gemma-4-31b-it__T000__R03,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.00,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/Nejad2025__gemma-4-31b-it__T000__R03.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
