paper_id,context,factor,human_score,council_score,absolute_difference,audit_priority,source_markdown,source_location,source_evidence_summary,supports_human_direction,supports_council_direction,ambiguous_or_insufficient,adjudicator_id,adjudication_note
VanDerveer2021,GO,GO-F06,0.2,0.517,0.317,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F24,0.2,0.517,0.317,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F11,1.0,0.688,0.312,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Greedy2022,GO,GO-F25,0.2,0.5,0.3,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F03,1.0,0.7,0.3,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F18,1.0,0.7,0.3,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Attinger2017,LO,LO-F18,0.6,0.9,0.3,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F02,0.0,0.3,0.3,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F01,0.2,0.5,0.3,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F27,0.2,0.5,0.3,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F30,0.2,0.5,0.3,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F25,0.6,0.9,0.3,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F25,0.2,0.5,0.3,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F25,0.2,0.5,0.3,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,LO,LO-F01,1.0,0.7,0.3,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F03,1.0,0.7,0.3,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F20,0.2,0.5,0.3,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F26,0.6,0.9,0.3,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F15,0.2,0.5,0.3,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F26,0.2,0.5,0.3,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F25,0.2,0.5,0.3,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F23,1.0,0.7,0.3,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F27,0.0,-0.3,0.3,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F13,1.0,0.7,0.3,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F03,1.0,0.7,0.3,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,LO,LO-F27,0.2,0.5,0.3,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F18,1.0,0.7,0.3,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F17,0.2,0.5,0.3,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,GO,GO-F01,1.0,0.7,0.3,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F30,0.2,0.5,0.3,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Greedy2022,GO,GO-F29,0.2,0.5,0.3,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F13,0.0,0.3,0.3,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F25,0.6,0.9,0.3,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F01,1.0,0.7,0.3,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F10,1.0,0.7,0.3,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F24,0.2,0.483,0.283,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F06,1.0,0.717,0.283,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F23,1.0,0.717,0.283,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F16,1.0,0.717,0.283,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F05,0.2,0.483,0.283,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F19,1.0,0.717,0.283,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F01,1.0,0.717,0.283,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F34,1.0,0.72,0.28,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F09,0.2,0.48,0.28,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Keller2012,LO,LO-F12,1.0,0.72,0.28,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F33,0.2,0.48,0.28,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F13,1.0,0.725,0.275,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F33,0.2,0.475,0.275,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F18,1.0,0.725,0.275,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F23,0.6,0.875,0.275,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Attinger2017,LO,LO-F03,1.0,0.725,0.275,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Garret2020,LO,LO-F12,1.0,0.725,0.275,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F34,0.6,0.875,0.275,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F12,0.6,0.329,0.271,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F10,0.2,0.467,0.267,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F29,1.0,0.733,0.267,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F20,1.0,0.733,0.267,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F21,1.0,0.733,0.267,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F10,0.2,0.467,0.267,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F13,0.0,0.267,0.267,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F10,0.2,0.467,0.267,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F18,1.0,0.733,0.267,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F02,0.2,0.467,0.267,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F18,0.6,0.863,0.263,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F19,1.0,0.74,0.26,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F07,0.2,0.46,0.26,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F07,0.2,0.46,0.26,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F23,1.0,0.74,0.26,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F34,1.0,0.74,0.26,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F18,0.6,0.86,0.26,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F07,0.2,0.46,0.26,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F19,1.0,0.74,0.26,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Nejad2025,GO,GO-F25,0.6,0.86,0.26,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Attinger2017,LO,LO-F09,1.0,0.75,0.25,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F26,0.2,0.45,0.25,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F12,0.6,0.85,0.25,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F24,0.0,-0.25,0.25,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F09,1.0,0.75,0.25,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F25,1.0,0.75,0.25,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F24,0.0,-0.25,0.25,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F34,0.6,0.85,0.25,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F23,0.6,0.85,0.25,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F03,1.0,0.75,0.25,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F02,1.0,0.76,0.24,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F12,1.0,0.76,0.24,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F18,0.6,0.84,0.24,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Nejad2025,LO,LO-F25,0.6,0.84,0.24,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F12,0.6,0.367,0.233,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F06,1.0,0.767,0.233,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F34,0.6,0.833,0.233,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F08,1.0,0.767,0.233,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F34,0.6,0.833,0.233,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,LO,LO-F34,0.0,0.233,0.233,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F35,0.6,0.367,0.233,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F18,0.6,0.833,0.233,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F05,0.6,0.367,0.233,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F18,1.0,0.767,0.233,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Attinger2017,LO,LO-F35,0.6,0.367,0.233,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F13,0.2,0.433,0.233,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F12,0.6,0.825,0.225,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F09,1.0,0.775,0.225,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F13,0.6,0.825,0.225,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F13,0.6,0.375,0.225,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F03,0.6,0.825,0.225,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F24,0.6,0.825,0.225,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F25,0.6,0.375,0.225,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Nejad2025,LO,LO-F26,0.2,0.425,0.225,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F34,0.6,0.38,0.22,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,LO,LO-F13,0.6,0.82,0.22,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F13,1.0,0.78,0.22,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F17,0.6,0.82,0.22,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F07,0.2,0.42,0.22,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F13,0.0,-0.22,0.22,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,LO,LO-F05,-0.6,-0.38,0.22,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F06,1.0,0.783,0.217,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F20,1.0,0.8,0.2,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F01,0.0,0.2,0.2,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F18,1.0,0.8,0.2,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F16,1.0,0.8,0.2,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Yamins2014,LO,LO-F21,0.2,0.4,0.2,Standard,Yamins2014-vllm-deepread_compressed.md,,,,,,,
Nejad2025,GO,GO-F26,0.2,0.4,0.2,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F31,0.6,0.4,0.2,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F06,1.0,0.8,0.2,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,GO,GO-F23,0.6,0.8,0.2,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F25,0.6,0.8,0.2,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F01,0.0,0.2,0.2,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F34,0.0,-0.2,0.2,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F36,0.6,0.4,0.2,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F33,0.6,0.4,0.2,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F06,1.0,0.8,0.2,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F34,0.2,0.4,0.2,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F30,0.2,0.4,0.2,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Greedy2022,GO,GO-F34,0.2,0.4,0.2,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F06,1.0,0.8,0.2,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,LO,LO-F33,0.2,0.4,0.2,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,GO,GO-F06,0.6,0.8,0.2,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F19,0.6,0.8,0.2,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,GO,GO-F33,0.2,0.4,0.2,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F25,0.6,0.8,0.2,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F22,0.2,0.4,0.2,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Keller2012,LO,LO-F27,0.2,0.4,0.2,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F18,0.6,0.8,0.2,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F30,0.2,0.4,0.2,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F06,1.0,0.8,0.2,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F33,0.0,0.2,0.2,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F03,0.6,0.8,0.2,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F36,0.6,0.4,0.2,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F18,0.6,0.8,0.2,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F23,1.0,0.8,0.2,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F12,1.0,0.8,0.2,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F10,0.2,0.4,0.2,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,GO,GO-F06,0.6,0.4,0.2,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F09,1.0,0.8,0.2,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F06,1.0,0.8,0.2,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F32,0.2,0.4,0.2,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F23,0.6,0.786,0.186,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F06,0.6,0.786,0.186,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F09,1.0,0.814,0.186,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Keller2012,LO,LO-F18,0.6,0.783,0.183,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F18,0.6,0.783,0.183,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F25,1.0,0.82,0.18,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F02,1.0,0.82,0.18,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F01,0.6,0.78,0.18,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F01,0.6,0.78,0.18,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F06,1.0,0.82,0.18,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F12,1.0,0.82,0.18,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F03,1.0,0.82,0.18,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F24,0.6,0.775,0.175,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F27,0.6,0.775,0.175,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F13,1.0,0.825,0.175,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F10,0.2,0.375,0.175,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Garret2020,LO,LO-F09,0.6,0.775,0.175,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F02,0.2,0.371,0.171,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F23,0.6,0.771,0.171,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F27,0.6,0.767,0.167,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F11,0.6,0.433,0.167,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F03,1.0,0.833,0.167,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F18,0.6,0.767,0.167,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F24,0.6,0.767,0.167,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F32,0.6,0.433,0.167,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F01,-0.2,-0.033,0.167,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,LO,LO-F06,0.6,0.767,0.167,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F08,1.0,0.833,0.167,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Nejad2025,LO,LO-F12,0.6,0.767,0.167,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F31,0.6,0.767,0.167,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Attinger2017,LO,LO-F01,1.0,0.838,0.162,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F01,1.0,0.838,0.162,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,LO,LO-F04,0.0,0.16,0.16,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F06,1.0,0.84,0.16,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Attinger2017,LO,LO-F06,0.6,0.757,0.157,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Attinger2017,LO,LO-F11,1.0,0.843,0.157,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F06,0.6,0.45,0.15,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F33,0.6,0.45,0.15,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,GO,GO-F21,0.6,0.75,0.15,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F24,0.6,0.75,0.15,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F24,0.2,0.35,0.15,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F10,0.2,0.35,0.15,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F03,0.6,0.45,0.15,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F25,0.6,0.75,0.15,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Yamins2014,GO,GO-F21,0.2,0.35,0.15,Standard,Yamins2014-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F06,1.0,0.85,0.15,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,GO,GO-F10,0.6,0.75,0.15,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F01,0.6,0.75,0.15,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F06,0.6,0.743,0.143,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F02,0.6,0.74,0.14,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F26,0.6,0.733,0.133,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F31,0.6,0.733,0.133,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F12,0.6,0.467,0.133,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F35,0.6,0.467,0.133,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F34,0.6,0.467,0.133,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F25,0.6,0.733,0.133,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,GO,GO-F11,0.6,0.467,0.133,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,LO,LO-F03,0.6,0.733,0.133,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F30,0.2,0.333,0.133,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F11,1.0,0.867,0.133,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F30,0.2,0.333,0.133,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F23,0.6,0.733,0.133,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F35,0.6,0.467,0.133,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F10,0.2,0.333,0.133,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F30,0.2,0.333,0.133,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F11,0.6,0.733,0.133,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F30,0.2,0.333,0.133,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F06,1.0,0.871,0.129,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F27,0.6,0.725,0.125,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F16,0.6,0.725,0.125,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F02,0.6,0.725,0.125,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F23,0.6,0.725,0.125,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
